Bedroom,Bathroom,Property Size,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,price,state,facility_count,price_per_sqft
4.0,3.0,1300,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",MiNest Residence,Mi Nest Development Sdn Bhd,Freehold,"Jalan Sinar Sentul, Sentul, Kuala Lumpur",2023.0,44,684,Service Residence,,Medium,Non Bumi Lot,545000,Kuala Lumpur,14,419.2307692307692
3.0,2.0,675,"Minimart, Parking",Impiana Apartment,Palm Grove Homes / Kenmeiwood Construction & Engineering Works,Leasehold,"Jalan Wangsa 3/8, Taman Wangsa Permai,, Kepong, Kuala Lumpur",,5,,Apartment,,High,Non Bumi Lot,97999,Kuala Lumpur,2,145.1837037037037
3.0,2.0,610,,Jasa,,Leasehold,"Jalan Hang Hebat, Skudai, Johor",,,,Flat,,Low,Non Bumi Lot,128000,Johor,,209.8360655737705
3.0,2.0,850,,Sri Selera Court Apartment,,Freehold,"Jalan Persiaran Perdana,Taman Tan Sri Yacob, Johor Bahru, Johor",,,,Apartment,1,Low,Non Bumi Lot,230000,Johor,,270.5882352941176
3.0,2.0,1000,"Playground, Sauna, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Lift, Security, Parking, Minimart, Jogging Track",LSH Sentul,Lim Seong Hai Holdings Sdn Bhd,Leasehold,"Lot 30256 & 3952, Jalan Sentul Pasar, Sentul, Kuala Lumpur",2023.0,38,900,Apartment,,Medium,Non Bumi Lot,450000,Kuala Lumpur,11,450.0
3.0,2.0,1000,"Gymnasium, Multipurpose hall, Playground, Swimming Pool, Sauna, Barbeque area",LSH Sentul,Lim Seong Hai Holdings Sdn Bhd,Leasehold,"Lot 30256 & 3952, Jalan Sentul Pasar, Sentul, Kuala Lumpur",2023.0,38,900,Apartment,2,Medium,Non Bumi Lot,445000,Kuala Lumpur,6,445.0
1.0,1.0,434,,Parc Regency Serviced Apartment,Malaysia Land Properties Sdn. Bhd.,Freehold,"Off Jalan Masai Baru, Plentong, Johor Bahru, Johor",2019.0,25,2003,Service Residence,,High,Non Bumi Lot,205000,Johor,,472.35023041474653
3.0,2.0,750,,Taman Plentong Utama,,Freehold,"Jalan Bunga Daisi 8, Masai, Johor",,,,Flat,,Medium,Non Bumi Lot,135000,Johor,,180.0
2.0,1.0,525,,Taman Selesa Jaya,,Freehold,"Taman Selesa Jaya, Skudai, Johor",,,,Flat,,Low,Non Bumi Lot,120000,Johor,,228.57142857142858
3.0,2.0,929,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Jogging Track",Kiara Court,,Leasehold,"Jalan Nilam 3, Nilai, Negeri Sembilan",,,,Apartment,2,,Bumi Lot,290000,Negeri Sembilan,7,312.16361679224974
3.0,3.0,1515,"Parking, Playground, Swimming Pool, Security, Tennis Court, Squash Court, Lift, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Puteri Palma Condominium,IOI Properties Group,Freehold,"SKVE, IOI Resort, Putrajaya, Putrajaya",1998.0,15,198,Condominium,1,High,Non Bumi Lot,550000,Putrajaya,13,363.036303630363
3.0,2.0,1350,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",Parkland Residence @ Sungai Melaka,Parkland Group,Freehold,"Jalan Tun Perak, Bukit Baru, Melaka",2020.0,,809,Service Residence,2,Medium,Non Bumi Lot,548000,Melaka,9,405.9259259259259
3.0,2.0,1065,,Prima Regency Service Apartment,,Freehold,"Jalan Masai Baru, Plentong, Johor Bahru, Johor",,4,,Service Residence,,Medium,Non Bumi Lot,350000,Johor,,328.63849765258215
2.0,2.0,876,,One Medini Condominium,,Leasehold,"No.2, Jalan Medini Utara 3, Johor Bahru, Johor",,,,Condominium,,,Non Bumi Lot,350000,Johor,,399.5433789954338
3.0,2.0,1066,"Multipurpose hall, Security, Playground, Swimming Pool, Parking, Barbeque area, Jogging Track",Utropolis Serviced Apartment 1,Paramount Property,Freehold,"Persiaran Kerjaya Off Jalan Kontraktor U1/14, Glenmarie, Selangor",,,414,Condominium,2,,Non Bumi Lot,560000,Selangor,7,525.328330206379
1.0,1.0,678,,Zennith Suites,,Leasehold,"Jalan Kebun Teh 1, Johor Bahru, Johor",,27,303,Condominium,,Medium,Non Bumi Lot,245000,Johor,,361.35693215339234
3.0,2.0,850,"Swimming Pool, Playground, Jogging Track, Security, Gymnasium, Tennis Court, Parking",Putatan Platinum Apartment,Syarikat Perumahan Negara Berhad,Leasehold,"Jalan Putatan, Penampang, Sabah",,12,1012,Apartment,,Low,Non Bumi Lot,298000,Sabah,7,350.5882352941176
6.0,5.0,2896,"Parking, Playground, Barbeque area, Jogging Track, Security","lake point residence , landed ,cyerjaya",,Freehold,"Jalan LPR 5, Selangor, Cyberjaya",,,,Others,,Low,Non Bumi Lot,1095000,Cyberjaya,5,378.1077348066298
3.0,2.0,1001,Parking,Apartment Kenanga Mewah,,Freehold,"Taman Kenanga Mewah, Kampung Lapan, Melaka City, Melaka",,,,Apartment,,High,Non Bumi Lot,200000,Melaka,1,199.8001998001998
3.0,3.0,1654,"Parking, Playground, Swimming Pool, Security, Lift, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Puteri Palma Condominium,IOI Properties Group,Freehold,"SKVE, IOI Resort, Putrajaya, Putrajaya",1998.0,15,198,Condominium,2,Low,Non Bumi Lot,437400,Putrajaya,11,264.4498186215236
3.0,3.0,1668,"Swimming Pool, Security, Parking, Playground, Lift, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",,,Freehold,,,,,Condominium,2,Low,Non Bumi Lot,620000,,11,371.7026378896883
3.0,2.0,861,"Parking, Security",Kasturi (Johor Bahru),,Freehold,"Jalan Dato' Onn Utama, Johor Bahru, Johor",,,,Apartment,,Medium,Bumi Lot,290000,Johor,2,336.8176538908246
3.0,2.0,1053,"Parking, Security, Playground, Multipurpose hall, Jogging Track",Goodview Heights ( Villa Residence ),SHL Consolidated Berhad,Freehold,"Jalan Goodview 1, Goodview Height, Kajang, Selangor",2016.0,5,469,Apartment,2,,Non Bumi Lot,225500,Selangor,5,214.1500474833808
3.0,2.0,1081,"Parking, Multipurpose hall, Security, Swimming Pool, Sauna, Minimart, Playground, Gymnasium, Lift, Barbeque area",1 Sentul,Sentul Perdana Sdn. Bhd,Freehold,"Jalan Sentul Ria 1, Sentul, Sentul, Kuala Lumpur",2011.0,23,284,Condominium,2,,Non Bumi Lot,465500,Kuala Lumpur,10,430.61979648473636
3.0,2.0,900,"Minimart, Playground, Swimming Pool, Barbeque area, Club house, Parking, Security, Lift",Pelangi Indah,Syarikat Perumahan Negara Berhad,Freehold,"Jalan Degong, Off Batu 4 1/4 Jalan Ipoh,, Jalan Ipoh, Kuala Lumpur",2003.0,20,290,Condominium,1,Medium,Non Bumi Lot,250000,Kuala Lumpur,8,277.77777777777777
2.0,2.0,1100,"Security, Gymnasium, Parking, Swimming Pool, Lift",Southbay Plaza @ Southbay City,Mah Sing Group Berhad,Freehold,"Southbay City, Jalan Permatang Damar Laut, Batu Maung, Bayan Lepas, Penang",2013.0,30,,Service Residence,3,,Non Bumi Lot,850000,Penang,5,772.7272727272727
3.0,2.0,1011,"Swimming Pool, Gymnasium, Barbeque area, Security, Playground, Sauna, Minimart, Lift, Parking, Multipurpose hall",Amara Service Residences,Jaya Megah Development Sdn Bhd,Freehold,"Jalan Raintree Utama, Batu Caves, Selangor",2014.0,23,744,Service Residence,2,High,Non Bumi Lot,300000,Selangor,10,296.7359050445104
3.0,2.0,1190,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Tennis Court",Elaeis 2,,Freehold,"Block D, Jalan Bait U8/1, Section U8, Shah Alam, Selangor",2002.0,10,,Condominium,1,Low,Bumi Lot,488000,Selangor,8,410.0840336134454
3.0,2.0,850,"Multipurpose hall, Security, Swimming Pool",SuriaMas Suites (Johor Bahru),IJM LAND BERHAD,Leasehold,"Jalan Dato Jaafar, Taman Dato' Onn, Larkin, Johor Bahru, Johor",,10,65,Service Residence,,Low,Non Bumi Lot,335000,Johor,3,394.11764705882354
3.0,2.0,818,"Parking, Jogging Track, Swimming Pool, Gymnasium, Lift, Barbeque area, Security, Playground",Majestic Maxim,Maxim Holdings,Leasehold,"Jalan 9/142, Taman Connaught, Cheras, Kuala Lumpur",2021.0,44,2136,Service Residence,1,High,Non Bumi Lot,340000,Kuala Lumpur,8,415.64792176039117
3.0,2.0,850,"Swimming Pool, Squash Court, Club house, Parking, Tennis Court, Security, Minimart, Playground, Gymnasium, Jogging Track, Barbeque area, Sauna, Lift",Villa Emas,Techware Enterprise Sdn Bhd,Leasehold,"Persiaran Bayan Indah,, Bayan Lepas, Penang",1998.0,16,488,Condominium,1,,Non Bumi Lot,447000,Penang,13,525.8823529411765
3.0,2.0,950,"Security, Playground, Parking, Swimming Pool",OUG Parklane,Akisama Group of companies,Freehold,"Jalan 1/152, Off Jalan Puchong, Taman OUG, OUG, Kuala Lumpur",2015.0,31,4225,Service Residence,2,Medium,Non Bumi Lot,450000,Kuala Lumpur,4,473.6842105263158
3.0,2.0,776,"Security, Parking, Lift, Playground, Sauna, Minimart",Taman Seri Murni (Selayang),,Leasehold,"Jalan 1/2D, Selayang, Selangor",,18,,Apartment,1,Low,Non Bumi Lot,178000,Selangor,6,229.38144329896906
3.0,1.0,650,"Security, Parking, Playground",Seroja Apartment,S P Setia Bhd,Freehold,"Jalan Setia Murni U13/50, Setia Alam, Selangor",,5,,Apartment,,Medium,Bumi Lot,220000,Selangor,3,338.46153846153845
3.0,2.0,850,Lift,Flora Damansara,MK Land Holdings,Leasehold,"Jalan PJU 8/9, Damansara Perdana, Selangor",2015.0,20,1440,Condominium,1,Medium,Non Bumi Lot,245000,Selangor,1,288.2352941176471
3.0,2.0,932,"Playground, Security, Swimming Pool, Barbeque area, Parking, Minimart, Lift, Jogging Track",Sri Hijau,,Freehold,"Jalan Permaisuri 1/6, Taman Bukit Permai, Bandar Mahkota Cheras, Bandar Mahkota Cheras, Selangor",,9,,Condominium,1,Medium,Non Bumi Lot,300000,Selangor,8,321.88841201716735
3.0,2.0,656,"Security, Parking",Sri Pinang (Georgetown),,Leasehold,"No. 23, Jalan Logan, Georgetown, Penang",1993.0,8,23,Apartment,,High,Non Bumi Lot,230000,Penang,2,350.609756097561
4.0,2.0,1340,"Security, Playground, Parking, Lift, Swimming Pool, Gymnasium, Minimart",Desa Putra (Wangsa Maju),,Leasehold,"Jalan 58/26, Wangsa Maju, Kuala Lumpur",2007.0,19,436,Condominium,1,Low,Bumi Lot,630000,Kuala Lumpur,7,470.14925373134326
3.0,2.0,688,Parking,Pangsapuri Seri Nilam,,Leasehold,"Jalan Sigma U6/14, Taman Subang Permata, Bandar Bukit Raja, Selangor",,,,Flat,1,Low,Bumi Lot,150000,Selangor,1,218.02325581395348
3.0,1.0,603,"Multipurpose hall, Minimart, Lift",Putra Ria Apartment,,Leasehold,"Kampung Abdullah Hukum, Off Jalan Maarof, Bangsar, Kuala Lumpur",,,,Apartment,,High,Bumi Lot,235000,Kuala Lumpur,3,389.71807628524044
3.0,2.0,1048,"Parking, Security, Lift, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court",Residensi Alam Damai (PR1MA @ Alam Damai),,Leasehold,"Jalan Desa Cheras, Cheras, Kuala Lumpur",,,,Apartment,2,Low,Bumi Lot,450000,Kuala Lumpur,10,429.3893129770992
3.0,2.0,800,"Jogging Track, Minimart, Playground, Parking, Security, Gymnasium, Sauna",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29,,Apartment,1,,Non Bumi Lot,345000,Penang,7,431.25
3.0,2.0,750,"Gymnasium, Security, Minimart, Jogging Track, Sauna, Parking, Playground",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29,,Apartment,1,,Non Bumi Lot,345000,Penang,7,460.0
3.0,2.0,650,,Idaman Seroja,Koperasi Tunas Muda,Leasehold,"Lintang Sungai Ara 9, Sungai Ara, Penang",,,,Apartment,1,,Non Bumi Lot,276000,Penang,,424.61538461538464
3.0,2.0,700,"Parking, Security",Desa Permata Ruby Block 17,,Freehold,"Lintang Paya Terubong 1, Ayer Itam, Penang",1995.0,11,100,Apartment,1,Medium,Non Bumi Lot,260000,Penang,2,371.42857142857144
3.0,2.0,970,"Playground, Barbeque area, Swimming Pool, Security, Tennis Court, Parking",Desa Permai Indah Apartment,,Leasehold,"Lorong Helang 1, Sungai Dua, Penang",1997.0,14,528,Apartment,1,Medium,Non Bumi Lot,300000,Penang,6,309.2783505154639
3.0,2.0,1200,"Gymnasium, Swimming Pool, Parking, Security, Playground, Jogging Track",One Imperial,Ideal Property Group,Freehold,"Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,20,771,Condominium,2,Low,Non Bumi Lot,555000,Penang,6,462.5
3.0,2.0,900,"Security, Gymnasium, Barbeque area, Parking, Playground, Swimming Pool, Lift",Pangsapuri Bukit Beruang Bestari (University View),,Freehold,"Jalan Bukit Beruang, Batu Berendam, Melaka",,,,Apartment,1,Medium,Non Bumi Lot,290000,Melaka,7,322.22222222222223
3.0,2.0,1021,"Tennis Court, Gymnasium",Vantage Point,Salak Park Development,Freehold,"Jalan 4/125, Taman Desa Petaling, Desa Petaling, Kuala Lumpur",,14,,Condominium,,Medium,Non Bumi Lot,339000,Kuala Lumpur,2,332.0274240940255
3.0,2.0,810,"Security, Parking, Minimart, Swimming Pool",Puncak Banyan,Connaught Heights Sdn Bhd,Freehold,"Jalan Puncak Gading, Taman Connaught, Cheras, Kuala Lumpur",2007.0,20,1,Condominium,1,,Non Bumi Lot,288000,Kuala Lumpur,4,355.55555555555554
3.0,2.0,1046,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall",South City Condominium,,Leasehold,"Sungai Besi Serdang Perdana, Taman Serdang Perdana, Seri Kembangan, Selangor, Selangor, Seri Kembangan",,,,Condominium,1,Medium,Non Bumi Lot,220000,Seri Kembangan,7,210.32504780114724
3.0,3.0,1045,"Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall",Razak City Residences,Razak City Residences,Leasehold,"Razak City, Lebuhraya Sungai Besi Besraya, Sungai Besi, Kuala Lumpur",,,,Condominium,1,Medium,Non Bumi Lot,560000,Kuala Lumpur,10,535.8851674641148
3.0,2.0,700,"Multipurpose hall, Playground, Barbeque area, Gymnasium, Swimming Pool, Jogging Track, Parking, Security",Melody Homes,Belleview Group,Freehold,"Lebuhraya Thean Teik, Farlim,, Ayer Itam, Penang",2012.0,30,500,Apartment,1,,Non Bumi Lot,380000,Penang,8,542.8571428571429
3.0,2.0,700,"Parking, Playground, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall, Security",Melody Homes,Belleview Group,Freehold,"Lebuhraya Thean Teik, Farlim,, Ayer Itam, Penang",2012.0,30,500,Apartment,1,,Non Bumi Lot,340000,Penang,8,485.7142857142857
3.0,2.0,900,,One Foresta @ Bayan Lepas,Ideal Property Group,Freehold,"Lengkok Kelicap, Bayan Lepas, Penang",2019.0,42,2685,Condominium,2,,Non Bumi Lot,400000,Penang,,444.44444444444446
3.0,2.0,700,"Parking, Playground, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall, Security",Melody Homes,Belleview Group,Freehold,"Lebuhraya Thean Teik, Farlim,, Ayer Itam, Penang",2012.0,30,500,Apartment,1,,Non Bumi Lot,350000,Penang,8,500.0
3.0,2.0,750,"Jogging Track, Minimart, Playground, Parking, Security, Lift",BJ Court Condominium,,Freehold,"Jalan Rumbia, Bayan Lepas, Penang",1998.0,35,,Condominium,1,,Non Bumi Lot,250000,Penang,6,333.3333333333333
3.0,2.0,650,,Kejora,,Freehold,"4, Cangkat Bukit Belah 3, Teluk Kumbar, Penang",,,,Flat,,,Non Bumi Lot,260000,Penang,,400.0
2.0,2.0,800,"Gymnasium, Barbeque area, Lift, Jogging Track, Multipurpose hall, Parking, Security, Swimming Pool",Eco Bloom @ Eco Meadows,Eco World Development Group Berhad,Freehold,"Jalan Paboi, Simpang Ampat, Penang",2020.0,33,490,Condominium,,,Non Bumi Lot,399000,Penang,8,498.75
3.0,3.0,1082,"Squash Court, Sauna, Lift, Parking, Security, Playground, Gymnasium, Barbeque area, Minimart, Swimming Pool",Residensi Adelia,Trans Loyal Development Sdn Bhd,Freehold,"Persiaran Bangi Avenue, Ladang Bangi, Kajang, Selangor",2022.0,,552,Condominium,1,Low,Non Bumi Lot,329000,Selangor,10,304.06654343807764
3.0,2.0,1050,"Security, Parking, Minimart",Sunshine Tower,Stallions,Freehold,"No. 97, Jalan Thomas, Bukit Dumbar, Jelutong, Penang",1999.0,9,36,Condominium,1,Low,Non Bumi Lot,550000,Penang,3,523.8095238095239
3.0,2.0,750,,Widuri Apartment (Butterworth),Harta Intan,Leasehold,"Lorong Widuri 1,, Butterworth, Penang",,,,Apartment,1,High,Non Bumi Lot,190000,Penang,,253.33333333333334
2.0,1.0,500,,Taman Sungai Batu,,Freehold,"Tingkat Sungai Batu, Teluk Kumbar, Penang",,,,Flat,,High,Bumi Lot,125000,Penang,,250.0
4.0,3.0,1539,"Minimart, Gymnasium, Tennis Court, Club house, Security, Playground, Swimming Pool, Barbeque area, Jogging Track, Multipurpose hall, Parking",La Vista Condominiums,IOI Properties Group,Freehold,"Jalan Tempua 2, Bandar Puchong Jaya, Puchong, Selangor",,15,192,Condominium,2,Medium,Non Bumi Lot,538000,Selangor,11,349.5776478232619
3.0,2.0,800,"Gymnasium, Parking, Minimart, Playground, Jogging Track, Sauna, Security",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29,,Apartment,1,,Non Bumi Lot,320000,Penang,7,400.0
3.0,2.0,800,"Gymnasium, Security, Minimart, Jogging Track, Sauna, Parking, Playground",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29,,Apartment,1,,Non Bumi Lot,303000,Penang,7,378.75
3.0,2.0,800,,Kingfisher Series Condominium,Hunza Properties Berhad,Freehold,"No. 9-10, Jalan Gangsa, Green Lane, Georgetown, Penang",1998.0,21,406,Condominium,,,Non Bumi Lot,320000,Penang,,400.0
2.0,2.0,550,,Flat Taman Perling,I&P Group,Leasehold,"Taman Perling, Perling, Johor",,,,Apartment,,Low,Non Bumi Lot,150000,Johor,,272.72727272727275
3.0,2.0,904,"Parking, Security, Lift, Gymnasium, Playground, Jogging Track",Vista Perdana (Butterworth),,Leasehold,"Off Jalan Bagan Jermal, Kampung Gajah, Butterworth, Butterworth, Penang",,,,Apartment,1,,Non Bumi Lot,270000,Penang,6,298.6725663716814
3.0,2.0,1000,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",Puncak Gloxinia,,Freehold,"Jalan SMK Limau-Limauan, Papar, Sabah",,,,Condominium,1,Low,Bumi Lot,300000,Sabah,6,300.0
3.0,2.0,800,"Swimming Pool, Squash Court, Parking, Security, Tennis Court, Playground",Casa Impian,,Freehold,"No. 78, Jalan Ooi Thiam Siew, Jelutong, Penang",2006.0,18,182,Apartment,1,,Non Bumi Lot,420000,Penang,6,525.0
1.0,1.0,640,"Security, Jogging Track, Barbeque area, Parking, Tennis Court, Multipurpose hall, Squash Court, Sauna, Playground, Swimming Pool, Gymnasium",Molek Regency,ALPHA ASTRAL REALTY SDN BHD,Freehold,"Jalan Molek 3/20, Taman Molek, Johor Bahru, Johor",2018.0,,1050,Condominium,,High,Non Bumi Lot,348000,Johor,11,543.75
3.0,2.0,922,"Parking, Lift, Playground, Security, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall",Pangsapuri Seri Pinang (Seri Kembangan),,Freehold,"Jalan Besar, Seri Kembangan, Selangor",,14,,Apartment,1,High,Non Bumi Lot,365000,Selangor,8,395.87852494577004
3.0,2.0,1045,"Playground, Swimming Pool, Gymnasium, Tennis Court, Jogging Track, Parking, Security, Minimart, Barbeque area, Club house",Horizon Residence (Dwi Mutiara),,Freehold,"Jalan Lingkungan Indah Utama, Iskandar Puteri, Johor",2014.0,,440,Apartment,,High,Non Bumi Lot,420000,Johor,10,401.9138755980861
5.0,4.0,2293,"Security, Playground, Swimming Pool, Squash Court, Jogging Track, Club house, Parking, Multipurpose hall, Tennis Court, Lift, Barbeque area, Sauna, Minimart, Gymnasium",Impian Heights,IOI Properties Group Berhad,Freehold,"Jalan Pipit, Bandar Puchong Jaya, Puchong, Selangor",1999.0,16,520,Condominium,2,,Non Bumi Lot,547000,Selangor,14,238.55211513301353
4.0,2.0,1722,"Gymnasium, Tennis Court, Playground, Squash Court, Lift, Security, Jogging Track, Parking, Swimming Pool",Nusavilla,,Freehold,"Jalan Jati 11, Taman Nusa Bestari Jaya, Johor Bahru, Johor",,,,Condominium,,Low,Non Bumi Lot,488000,Johor,9,283.39140534262486
3.0,2.0,760,"Parking, Security, Lift, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Simfoni @ Eco Majestic,,Freehold,"Jalan Eco Majestic 3A/5, Semenyih, Selangor",,,,Apartment,1,High,Non Bumi Lot,170000,Selangor,13,223.68421052631578
3.0,2.0,1000,,Desa Airmas,Airmas Group,Freehold,"2A - 2B, Jalan Helang, Sungai Dua,, Gelugor, Penang",2007.0,20,224,Condominium,,,Non Bumi Lot,530000,Penang,,530.0
3.0,2.0,1288,"Barbeque area, Playground, Security, Multipurpose hall, Gymnasium, Swimming Pool, Jogging Track",Ivory Residence,TLS Group,Freehold,"Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor",2015.0,21,455,Condominium,,Medium,Non Bumi Lot,320000,Selangor,7,248.4472049689441
3.0,2.0,950,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Jogging Track",Pandan Residence,,Freehold,"Jalan Pandan Ria 7, Tebrau, Johor",,,,Service Residence,2,Medium,Non Bumi Lot,443000,Johor,8,466.3157894736842
3.0,2.0,852,"Multipurpose hall, Club house, Gymnasium, Security, Minimart, Playground, Barbeque area, Jogging Track, Parking, Swimming Pool, Lift",Vista Lavender,Talam Transform Berhad,Leasehold,"Persiaran Kinrara Seksyen 3, Bandar Kinrara, Puchong, Selangor",2000.0,12,,Apartment,,Medium,Non Bumi Lot,250000,Selangor,11,293.42723004694835
3.0,2.0,1000,"Parking, Security, Lift, Swimming Pool, Gymnasium",Rex Apartment,,Leasehold,"Lorong Stutong 3, Kuching, Sarawak",,,,Apartment,1,Medium,Non Bumi Lot,700000,Sarawak,5,700.0
2.0,2.0,947,"Jogging Track, Security, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Parking, Lift, Playground, Sauna",Luminari,OSK Property Holdings Berhad,Freehold,"Jalan Chain Ferry, Seberai Perai Utara, Butterworth, Penang",2020.0,34,462,Service Residence,2,,Non Bumi Lot,480000,Penang,10,506.8637803590285
3.0,2.0,1257,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium, Club house, Minimart, Multipurpose hall",Kaleidoscope,Kerjaya Prospek Group,Leasehold,"Jalan 1/56, Setiawangsa, Kuala Lumpur",,,,Service Residence,2,High,Non Bumi Lot,688000,Kuala Lumpur,10,547.33492442323
3.0,2.0,1038,"Barbeque area, Minimart, Swimming Pool, Gymnasium, Playground, Sauna, Security, Jogging Track",Amara Service Residences,Jaya Megah Development Sdn Bhd,Freehold,"Jalan Raintree Utama, Batu Caves, Selangor",2014.0,23,744,Service Residence,2,Medium,Non Bumi Lot,300000,Selangor,8,289.01734104046244
4.0,3.0,1600,"Gymnasium, Security, Barbeque area, Parking, Playground, Swimming Pool",Straits Regency,,Freehold,"No. 2, Persiaran Tanjung Bungah 3, Batu Ferringhi, Penang",2006.0,26,104,Condominium,,,Non Bumi Lot,780000,Penang,6,487.5
3.0,2.0,1352,"Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Jogging Track",Mira Residence,BSG Property,Freehold,"Jalan Lembah Permai, Tanjung Bungah, Penang",2016.0,32,322,Condominium,2,,Non Bumi Lot,950000,Penang,6,702.6627218934912
